,model,method,Wiki R1 Prec,Wiki R1 Rec,Wiki R1 F1,Wiki R2 Prec,Wiki R2 Rec,Wiki R2 F1,Wiki R3 Prec,Wiki R3 Rec,Wiki R3 F1,Wiki R4 Prec,Wiki R4 Rec,Wiki R4 F1,TBC R1 Prec,TBC R1 Rec,TBC R1 F1,TBC R2 Prec,TBC R2 Rec,TBC R2 F1,TBC R3 Prec,TBC R3 Rec,TBC R3 F1,TBC R4 Prec,TBC R4 Rec,TBC R4 F1
0,"/max_iter=500,std_len=0,init_mask_prob=1,temperature=0.1,sample=True,top_k=0",Parallel-1,0.4319912948857454,0.028003103618537067,0.052596713217999504,0.13793103448275862,0.005103013417405968,0.009841906605676923,0.018678938819707634,0.000666331891223733,0.001286760612654761,0.0020252025202520253,7.873740201567749e-05,0.00015158077985846438,0.4319912948857454,0.028003103618537067,0.052596713217999504,0.13793103448275862,0.005103013417405968,0.009841906605676923,0.018678938819707634,0.000666331891223733,0.001286760612654761,0.0020252025202520253,7.873740201567749e-05,0.00015158077985846438
0,"/max_iter=500,std_len=0,init_mask_prob=1,temperature=0.1,sample=True,top_k=100",Parallel-1,0.37927565392354123,0.026592367919870213,0.049700084465264846,0.11517925247902365,0.004428477161082191,0.008529024803388956,0.020607661822985467,0.0007532447466007417,0.0014533658195163448,0.0002254283137962128,8.748600223964166e-06,1.6842804430955468e-05,0.37927565392354123,0.026592367919870213,0.049700084465264846,0.11517925247902365,0.004428477161082191,0.008529024803388956,0.020607661822985467,0.0007532447466007417,0.0014533658195163448,0.0002254283137962128,8.748600223964166e-06,1.6842804430955468e-05
0,"/max_iter=500,std_len=0,init_mask_prob=1,temperature=1,sample=False,top_k=0",Parallel-1,0.4382716049382716,0.0050081117302673344,0.009903061356901117,0.14804469273743018,0.0007771830779382653,0.0015462487838226147,0.018404907975460124,8.691285537700866e-05,0.00017300862415751432,0.0,0.0,0.0,0.4382716049382716,0.0050081117302673344,0.009903061356901117,0.14804469273743018,0.0007771830779382653,0.0015462487838226147,0.018404907975460124,8.691285537700866e-05,0.00017300862415751432,0.0,0.0,0.0
0,"/max_iter=500,std_len=0,init_mask_prob=1,temperature=1,sample=True,top_k=0",Parallel-1,0.42410460488914153,0.10524088312054737,0.16863520450005645,0.14780256930358351,0.01602756800351932,0.028919167437083275,0.021822216742695105,0.001709286155747837,0.0031702520043652214,0.0017148456638902498,0.00012248040313549832,0.00022862990826543836,0.42410460488914153,0.10524088312054737,0.16863520450005645,0.14780256930358351,0.01602756800351932,0.028919167437083275,0.021822216742695105,0.001709286155747837,0.0031702520043652214,0.0017148456638902498,0.00012248040313549832,0.00022862990826543836
0,"/max_iter=500,std_len=0,init_mask_prob=1,temperature=1,sample=True,top_k=100",Parallel-1,0.41721624435959737,0.08478521548987797,0.14093093868634624,0.14936379410063622,0.015147738103966567,0.027505956177072684,0.020395236888776286,0.001554774412855377,0.002889290358587151,0.0016133035492678085,0.00011373180291153416,0.00021248303765766,0.41721624435959737,0.08478521548987797,0.14093093868634624,0.14936379410063622,0.015147738103966567,0.027505956177072684,0.020395236888776286,0.001554774412855377,0.002889290358587151,0.0016133035492678085,0.00011373180291153416,0.00021248303765766
0,"/max_iter=500,std_len=0,init_mask_prob=1,temperature=10,sample=False,top_k=0",Parallel-1,0.48148148148148145,0.005501869224800734,0.010879419540874897,0.20606060606060606,0.0009971405528264535,0.0019846770292854337,0.030837004405286344,0.00013519777503090234,0.0002692151506609073,0.0036900369003690036,1.749720044792833e-05,3.4829155662252044e-05,0.48148148148148145,0.005501869224800734,0.010879419540874897,0.20606060606060606,0.0009971405528264535,0.0019846770292854337,0.030837004405286344,0.00013519777503090234,0.0002692151506609073,0.0036900369003690036,1.749720044792833e-05,3.4829155662252044e-05
0,"/max_iter=500,std_len=0,init_mask_prob=1,temperature=10,sample=True,top_k=0",Parallel-1,0.26183391939410333,0.13655921563095155,0.17950025046634707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26183391939410333,0.13655921563095155,0.17950025046634707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,"/max_iter=500,std_len=0,init_mask_prob=1,temperature=10,sample=True,top_k=100",Parallel-1,0.46522781774580335,0.10947309021654793,0.17723976166215372,0.058774834437086095,0.0072879243346286385,0.012967865383844125,0.0008163265306122449,6.759888751545117e-05,0.00012485700694202476,0.0,0.0,0.0,0.46522781774580335,0.10947309021654793,0.17723976166215372,0.058774834437086095,0.0072879243346286385,0.012967865383844125,0.0008163265306122449,6.759888751545117e-05,0.00012485700694202476,0.0,0.0,0.0
0,"/max_iter=500,std_len=5,init_mask_prob=0,temperature=0.1,sample=False,top_k=0",Parallel-1,0.3263193052772211,0.06891443887987586,0.11379651450474071,0.13828491911636806,0.011657746169073979,0.02150275741046569,0.03033504376697857,0.0019410537700865265,0.0036486401591031346,0.003652834599649328,0.00021871500559910416,0.0004127172619694889,0.3263193052772211,0.06891443887987586,0.11379651450474071,0.13828491911636806,0.011657746169073979,0.02150275741046569,0.03033504376697857,0.0019410537700865265,0.0036486401591031346,0.003652834599649328,0.00021871500559910416,0.0004127172619694889
0,"/max_iter=500,std_len=5,init_mask_prob=0,temperature=0.1,sample=True,top_k=0",Parallel-1,0.3318821165438714,0.06990195386894266,0.11548097364505167,0.14104126763015845,0.011877703643962166,0.02191024769484634,0.032935488744523345,0.002105222496909765,0.003957483145050306,0.003517514289901803,0.00020996640537513997,0.00039627722330316724,0.3318821165438714,0.06990195386894266,0.11548097364505167,0.14104126763015845,0.011877703643962166,0.02191024769484634,0.032935488744523345,0.002105222496909765,0.003957483145050306,0.003517514289901803,0.00020996640537513997,0.00039627722330316724
0,"/max_iter=500,std_len=5,init_mask_prob=0,temperature=0.1,sample=True,top_k=100",Parallel-1,0.3289700310024113,0.06736262961134232,0.11182669507073546,0.13641304347826086,0.011041865239387052,0.0204300332071775,0.03018331226295828,0.001844483930778739,0.0034765187543560256,0.004925350161613052,0.0002799552071668533,0.0005297959209671774,0.3289700310024113,0.06736262961134232,0.11182669507073546,0.13641304347826086,0.011041865239387052,0.0204300332071775,0.03018331226295828,0.001844483930778739,0.0034765187543560256,0.004925350161613052,0.0002799552071668533,0.0005297959209671774
0,"/max_iter=500,std_len=5,init_mask_prob=0,temperature=1,sample=False,top_k=0",Parallel-1,0.31902268760907504,0.06447062142907527,0.10726440278916428,0.1358355674709562,0.01114451206100154,0.020598995752603773,0.03018635453565378,0.001892768850432633,0.003562177998111547,0.0038748137108792846,0.00022746360582306832,0.00042970130101846097,0.31902268760907504,0.06447062142907527,0.10726440278916428,0.1358355674709562,0.01114451206100154,0.020598995752603773,0.03018635453565378,0.001892768850432633,0.003562177998111547,0.0038748137108792846,0.00022746360582306832,0.00042970130101846097
